instanceid,closed,opening,dayofweek,victim_gender,totalnumbervictims,totalsuspects
8E8DB0BA-A341-4869-AC23-FAA74936E627,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,NA,1,NA
A6D804E9-267B-495B-91FB-433DC09D9C6F,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,2,1
014BC52C-3BB0-4753-96CE-FCC155C50FD1,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,1,1
8B9073BC-298D-49CC-82A2-3C6F4DEE739B,I--INVESTIGATION PENDING,NA,MONDAY,FEMALE,2,2
7C378C6F-194B-42ED-B999-3193267F5199,Z--EARLY CLOSED,1 - DOOR,SATURDAY,MALE,1,NA
6797EA48-CFE8-404E-A0C8-427F274AEB33,G--CLEARED BY ARREST - JUVENILE,1 - DOOR,SATURDAY,MALE,3,4
E889565B-9665-452D-A215-4D9236CB78F8,NA,NA,TUESDAY,NA,1,1
0F88E826-D642-4A2D-89B6-8B3AF8514166,J--CLOSED,NA,TUESDAY,FEMALE,4,NA
809463BE-33F4-4E60-9A59-9C00DF10B0A7,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
F07871AA-68A1-42BA-B8CA-7E6D8B5E60A1,Z--EARLY CLOSED,NA,MONDAY,FEMALE,3,NA
3CE2DBD0-56A4-4767-A9F0-A9D3FBFEB365,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,MALE,1,NA
AD8FEC2C-B2A7-466F-B7EB-1D715F103531,Z--EARLY CLOSED,2 - WINDOW,FRIDAY,MALE,3,1
61E118D8-39D0-4877-AE9D-BDF548FD58E4,K--UNFOUNDED,NA,FRIDAY,NA,1,NA
FDE92F7D-B4D6-46DC-B552-9862849FF8D1,J--CLOSED,NA,WEDNESDAY,MALE,8,3
12CDCD9E-AD3E-4CF1-83BB-E2B20DDF8166,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,1,1
769C3775-5D09-4EB4-9E3D-62F237F2F471,I--INVESTIGATION PENDING,NA,SUNDAY,FEMALE,1,1
501F03EE-E90E-411F-BF5C-24D5DCBC2A69,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,MALE,1,1
806AF934-F396-438F-9681-757173FA6555,K--UNFOUNDED,NA,SATURDAY,NA,2,2
87FFBCF9-2EC7-49B3-A9D0-8DF04A606541,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,NA,1,NA
638760B4-4638-434C-A049-710E5C2EA64F,I--INVESTIGATION PENDING,NA,TUESDAY,MALE,1,2
FFB880C1-1662-4A8C-BB5F-FD0593072887,I--INVESTIGATION PENDING,NA,WEDNESDAY,NA,3,1
316E019C-EE02-4254-8021-30C08CC47733,H--WARRANT ISSUED,NA,SUNDAY,NA,1,1
0680F020-46A4-4E30-8E78-D7B142C89271,Z--EARLY CLOSED,1 - DOOR,TUESDAY,MALE,1,NA
60B36A82-ED2A-4C4E-B605-BA213BDEF122,I--INVESTIGATION PENDING,NA,MONDAY,MALE,4,1
C78BD48E-C12A-4AAC-A277-6A9454CDEC6F,J--CLOSED,NA,MONDAY,MALE,1,3
1F99B6E4-5EDC-474F-8D18-8FDF2B067F0A,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,MALE,1,NA
1AA567BD-534A-481F-ABCF-6AB5699222DB,J--CLOSED,NA,SUNDAY,MALE,1,1
3A22B34E-B30B-4745-BF08-C9DE37AA6564,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,6,3
7DE6E693-BFEB-4C94-82AE-CC1BAFE42FD8,Z--EARLY CLOSED,NA,FRIDAY,NA,1,NA
4C1CC184-816C-4E06-99F2-242D0AE13368,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
5BFE4C96-A805-466F-8967-031EAE0AD17E,Z--EARLY CLOSED,NA,THURSDAY,NA,1,3
80189F97-E0CE-4566-9B89-1FB0EA0AC79F,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,1,1
7F0D3846-6031-4A6E-BD28-00139660C307,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
EC077F07-4F21-4115-84CD-1FB0BEC1BEEF,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
292BAA31-561E-4363-A4D4-13A860A87722,J--CLOSED,NA,SATURDAY,MALE,1,1
875DEBC7-B813-42FE-B5BB-D17707C0CFE6,Z--EARLY CLOSED,NA,SATURDAY,NA,1,3
C4F3796B-767F-486F-80FB-46335857EC07,K--UNFOUNDED,NA,MONDAY,FEMALE,1,NA
F4085355-2163-4FBE-8779-5D6EC75D9048,H--WARRANT ISSUED,NA,THURSDAY,MALE,4,1
99F6A726-8551-4B35-AF9F-01593826E900,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,MALE,1,NA
DE15B9F8-E74E-4913-B95F-6D160E5EDE53,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
310BE3BB-F22D-489A-8C31-2CDBB01E89F3,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,FEMALE,1,1
E4C155E5-B1E8-40E4-BD1F-A69173C7FC18,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,5,3
E228CE37-BE17-4E97-84BC-3144D824D78F,J--CLOSED,1 - DOOR,THURSDAY,MALE,2,3
8FD6DF78-3E33-44A2-8186-313F8F1CC267,Z--EARLY CLOSED,NA,MONDAY,NA,1,1
A6AB1D79-D3C3-4082-95F6-4E64289FBD35,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,MALE,2,NA
4C02B7EF-FF86-4B7D-9EAB-D44ABC26FE71,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,MALE,1,1
18960CE9-CA06-4679-8C08-6B53E33D6B0C,H--WARRANT ISSUED,NA,FRIDAY,MALE,2,1
8AED686D-EDEE-4756-9852-F42BC2DA543F,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,MALE,1,NA
0EE83583-4D68-44FB-8388-DFC153FB490D,NA,NA,MONDAY,MALE,1,1
E5B2A921-6CE4-4EF2-8E97-096A18453F30,J--CLOSED,1 - DOOR,MONDAY,NA,1,NA
FFF24082-4966-4DD7-954A-D164D21C5E64,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,1
30746980-2816-4A1F-892D-594554136C65,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,1
90C0DADD-138D-4606-9609-6F72409602A1,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
E4C155E5-B1E8-40E4-BD1F-A69173C7FC18,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,5,3
66BDF51C-5594-4F84-9957-A73021D4A531,K--UNFOUNDED,NA,THURSDAY,FEMALE,1,NA
990B9D47-8A09-4D59-AF5F-120342982F38,Z--EARLY CLOSED,1 - DOOR,SATURDAY,NA,2,NA
AAC4D176-F343-4B42-ACB5-B83471F963F9,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,MALE,1,1
22D6AC99-F148-4777-8CFE-347F448E1E36,Z--EARLY CLOSED,NA,NA,MALE,1,NA
69BDD5E6-C98C-4E2F-8615-9E8E253787EA,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,2,2
F58830A8-1907-40FC-80DA-3E32ED88DC8B,H--WARRANT ISSUED,NA,WEDNESDAY,MALE,1,1
0055C3CF-7B80-493A-8EDC-BF0E803C95B1,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
67B3E604-3173-437D-BF5B-8F86F6186675,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,1,NA
40DFD59A-9724-4BB8-9BBA-1CBB98D64817,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,NA
86AFF625-BCDA-4A04-849E-1DFBAC9EF56F,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
04EBD789-5E60-4AFF-86A4-2BB87025A13E,J--CLOSED,1 - DOOR,WEDNESDAY,FEMALE,1,NA
996CF31C-68D1-461A-972D-7AA3D2957891,I--INVESTIGATION PENDING,NA,WEDNESDAY,MALE,2,7
10BC9CFF-A1C6-4B21-AFD8-9CC284687AB5,H--WARRANT ISSUED,NA,THURSDAY,MALE,2,1
3473DF4D-A6DE-43D6-8126-1372764942B8,Z--EARLY CLOSED,NA,MONDAY,NA,1,NA
C27B68B7-C037-4706-AFE5-0259E9D22AC0,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,1
BA1DDC08-463D-4104-9B5B-BC2F58484310,J--CLOSED,NA,FRIDAY,MALE,4,1
7B432469-2942-41A4-BDE9-25544C1F41DA,H--WARRANT ISSUED,NA,THURSDAY,FEMALE,1,1
1DD3B821-AEA6-4140-8C1E-4FB3D0E848EE,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,NA,1,NA
4A65708E-B545-4F3B-8D90-FEF0B87220D4,Z--EARLY CLOSED,2 - WINDOW,SUNDAY,NA,1,NA
2FAB8BB6-6AC4-4F1A-A6AB-C5C9CA33FC0B,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,NA
399096DF-8B79-4BD9-BD51-83167F14E470,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
A82C52BF-F956-4C83-B326-E038123BE638,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,1,NA
C76D3B33-F187-4867-883A-424E807E6AF9,H--WARRANT ISSUED,NA,FRIDAY,NA,1,1
C011EBD4-26AE-4784-BCDE-50D60AF691ED,J--CLOSED,NA,TUESDAY,MALE,2,1
F9B64518-FA52-46A5-B5F7-2019FF9ED86A,J--CLOSED,1 - DOOR,FRIDAY,FEMALE,1,NA
C77AE710-E5AA-4EDD-A953-9F2AF8A611D3,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,NA
7802EAD8-B351-462C-93B6-6DCB49CA8824,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
07237120-4CCE-431D-A88A-17F9C21669FF,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,3,1
DA5C8A2E-F402-4128-A581-BA622249CD4F,J--CLOSED,NA,TUESDAY,MALE,1,NA
7F588B28-47B2-4783-91A0-5F794B1799E6,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,1
37E3132C-558D-4D81-BD3F-C66DD9097132,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,MALE,2,NA
C628BBC9-9FA5-4C55-9876-1F39C76C184C,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,2,1
8DAC3A21-7BB0-4C43-9B36-329677DA56F1,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,3
BCFCAE19-A631-48FA-93D2-AA5EED36B662,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,NA
A20802AE-3D01-4947-BD1F-F6AFB06E883D,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
62430EFC-12D3-49D9-A09C-40859B560EC7,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
7F46EB62-EBEB-4E66-BB3D-E4C7E694D8B1,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
C08FCFF9-0730-434B-A772-E6648831DAAF,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,2,1
7548620A-B4A5-4BBC-8A06-D6BE4ED0F682,Z--EARLY CLOSED,NA,SUNDAY,NA,1,1
DA399608-8EA9-470C-8C09-4D5FAF1D1FEA,Z--EARLY CLOSED,NA,FRIDAY,NA,1,NA
D3A750E1-3349-4BC8-B3DF-5B5255B17CFA,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
5DB53C09-E870-4A75-A3D7-DEA4490AEFB2,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,1
B0B660BD-9639-4323-8427-8732D5CF623E,H--WARRANT ISSUED,NA,SUNDAY,NA,1,3
C5BECD36-5C48-4F05-83F1-70E728DBFEC0,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,4,1
467233ED-F132-4B10-B081-090801ED0D0C,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,3,3
AF887628-F3C9-4B93-92EB-6416A720E117,G--CLEARED BY ARREST - JUVENILE,NA,THURSDAY,FEMALE,1,NA
230B18A3-4D03-466B-AE7E-36CDBAF3F125,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
21826D09-773F-473C-9626-88EF94792030,J--CLOSED,NA,THURSDAY,MALE,1,2
6FA4C6CD-D75C-48D9-9D57-86272B76DCCC,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
C4CA5414-0A7F-4C01-BB39-FA024D60C38A,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
35203C49-0975-4882-9849-1517C5D65F28,J--CLOSED,NA,SATURDAY,FEMALE,2,1
11F7A268-3553-4915-B19C-5DCA912E66E7,J--CLOSED,NA,WEDNESDAY,FEMALE,2,4
46BB5986-1DAB-4099-B518-520E808A13EB,NA,2 - WINDOW,TUESDAY,MALE,2,2
A368D384-4524-4606-BC37-6E228F196BFC,J--CLOSED,NA,TUESDAY,FEMALE,1,NA
33294D75-7F7E-4A7D-9B98-22A9E829743A,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,2,NA
96DCB0F0-B78B-470D-BA18-441F0F894EE8,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
6F007408-037E-47B4-B112-B5A9583E0813,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,NA
77016114-CA15-4E4E-AC59-B5A694DDE0CA,Z--EARLY CLOSED,2 - WINDOW,MONDAY,FEMALE,1,NA
DF66AC86-2619-4ACC-B2BE-B61766CED173,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,1
705B59C4-8163-4808-A003-F793AAE733BB,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,NA,1,NA
C514B19D-1BC2-4659-A187-975C0769FD15,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,FEMALE,1,1
2D422FAA-FB43-4D7B-B604-203631E2608D,J--CLOSED,NA,THURSDAY,MALE,1,1
771D4B55-C820-40D6-BC09-D0650F2AF4F2,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
6CF7AAB4-F121-4BC4-A853-3D30C3392927,Z--EARLY CLOSED,NA,NA,MALE,1,NA
6CC501FE-84D1-45D7-8F99-B12398433497,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,1
1D755E93-56C7-467F-B2A9-9A4C885780DB,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,FEMALE,1,NA
1BA1BD34-8A07-4FEA-8E7D-0C6D87BAA4D6,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,1
66093F61-D578-4E86-BA83-107A34CD4816,I--INVESTIGATION PENDING,NA,MONDAY,MALE,1,NA
B25C2842-E9C5-458D-9F92-4373A6641935,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,MALE,1,1
74B8283C-9603-4E26-BBA3-4F6010682450,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
E7741AF9-4737-4638-8988-4ABEC5ED1D55,J--CLOSED,NA,SUNDAY,MALE,1,NA
D4CF8688-415E-4853-AA0C-C8D64CED907B,K--UNFOUNDED,NA,TUESDAY,FEMALE,3,3
FF4A193B-AA5A-41BC-8101-E6DE4FF9394F,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
193DE9E3-1011-44B0-9EAE-29ED995D6F4F,I--INVESTIGATION PENDING,NA,MONDAY,NA,1,NA
0AC20290-062B-4EC5-B5AB-56A0A201F309,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,1
00026519-F8D6-4580-846F-ECA8DC88A12E,I--INVESTIGATION PENDING,NA,WEDNESDAY,MALE,1,5
028375D6-D467-4171-BE14-68B4798B566A,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,NA
E64AB54B-F092-4740-8E71-FA7197A8E338,Z--EARLY CLOSED,1 - DOOR,FRIDAY,NA,1,NA
02143592-8862-4554-BCA0-878D0EA91CD1,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
CD4AF78A-469A-4E00-87EA-ADB49BF50E61,J--CLOSED,NA,SUNDAY,MALE,1,1
E61EE659-EA6D-4FF3-BDC7-61FBFD6E7884,J--CLOSED,3 - GARAGE,WEDNESDAY,NA,1,NA
E10A5DCD-B5BE-42A0-B283-24198BE0F8A5,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
0EE4EDBC-040D-45D8-B1BE-BFF9162781E6,B--PROSECUTION DECLINED,1 - DOOR,SATURDAY,NA,2,2
20ADD93B-97E7-4B8B-9637-771F4AD17821,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,1,1
4C860AE1-198A-43AC-97F7-286E3AB9917B,G--CLEARED BY ARREST - JUVENILE,NA,WEDNESDAY,MALE,1,NA
2378B307-2DDB-4A33-854A-56C019501237,J--CLOSED,NA,TUESDAY,FEMALE,1,NA
E1CA1C38-B0E0-4687-B539-7973ACAD8431,G--CLEARED BY ARREST - JUVENILE,NA,TUESDAY,FEMALE,1,NA
2FD6D946-EFEF-466F-9933-8D29E152D607,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,3,1
1D5E7252-CA60-45C2-B1B1-F2C4E500BBD1,J--CLOSED,NA,THURSDAY,MALE,1,1
00EA295F-30BC-4826-95F9-EFA9194C5C35,J--CLOSED,NA,MONDAY,FEMALE,1,1
8043C267-5C05-4BBD-A6D1-79438C7E864D,Z--EARLY CLOSED,1 - DOOR,SATURDAY,FEMALE,1,1
4AD68483-E07D-4C57-8D01-36EBD0929639,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
7D892400-B104-4EE4-8D19-A5DEE006846D,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,2,1
8FAE5480-95AD-40A2-989B-68092FDAB8AD,Z--EARLY CLOSED,NA,NA,MALE,1,NA
534CE7C1-5CEB-45A9-8B43-0579ED73993F,J--CLOSED,NA,SATURDAY,MALE,1,1
99F7D39B-F1F2-46D7-B1FB-6DCBDC9CF063,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,3
E9CB6397-5678-4542-BCBD-EDA49E64A1C9,K--UNFOUNDED,NA,SUNDAY,FEMALE,1,1
3CFCA755-297E-4F29-A310-6AD9B4CDBE5E,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
95762A1A-5725-465D-B1BC-407821335BAA,F--CLEARED BY ARREST - ADULT,NA,MONDAY,NA,2,2
7F2BB265-2C2E-4860-92D9-34B62C36EC46,Z--EARLY CLOSED,NA,THURSDAY,NA,1,NA
E4244B9F-F36B-4F5A-80C5-3A1A5AF17342,J--CLOSED,NA,SUNDAY,FEMALE,1,1
BD2D1ED3-D269-4024-8A8D-3F7D0968F7C3,K--UNFOUNDED,NA,TUESDAY,MALE,1,1
11D2B899-3CD8-4276-9614-A027DBF34A1D,I--INVESTIGATION PENDING,NA,THURSDAY,MALE,1,1
DC85E17B-3ABF-4A68-9D1D-1039ECECEB59,Z--EARLY CLOSED,1 - DOOR,MONDAY,MALE,1,NA
685495DE-3A61-447B-BA88-14613526A0F3,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,MALE,1,NA
7CD24C84-209F-4AA3-964F-FF3C4B3F6E36,J--CLOSED,NA,WEDNESDAY,MALE,1,2
C5398CBD-5E53-4175-BFA4-C5E4962E9847,D--VICTIM REFUSED TO COOPERATE,NA,SUNDAY,MALE,1,1
2ABDADE7-0051-4CF2-A45A-B79359708E89,H--WARRANT ISSUED,NA,THURSDAY,FEMALE,1,2
ADFC5F13-4E21-45B3-AF0E-67141D1B5B88,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
C8EE616B-8148-44F3-8D0C-81D734AB5251,J--CLOSED,NA,TUESDAY,MALE,1,NA
CEF64DD8-B78A-41EF-AC09-C4811C75F323,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,2,NA
B86E0882-EEE2-4B9B-BDE2-C3E1F34FD9EC,K--UNFOUNDED,NA,THURSDAY,FEMALE,1,NA
A4F36A4C-3A82-417A-B0AC-B5CE687260D3,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,MALE,2,1
C1E3106E-00B8-4B86-AE03-A5F72131CD12,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,NA
1BA92BE4-85B7-4879-B3ED-01B356E24DDB,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,1,2
C5BECD36-5C48-4F05-83F1-70E728DBFEC0,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,4,1
C2B72562-6BA1-4CA3-BCB1-47EC2CA03B79,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,NA,1,NA
DA3D2C0F-5989-4CC1-BFD3-774D0281A5A4,J--CLOSED,NA,FRIDAY,NA,1,2
B9269FFE-FC68-49BC-B7A7-8C4EA2A7E700,I--INVESTIGATION PENDING,NA,FRIDAY,NA,2,4
01AC7CED-03BC-46C0-B4F3-8B7D2CE76794,NA,NA,THURSDAY,NA,1,1
43DC44C6-5E45-4D82-9807-5AE25566E94A,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
E32F0D08-2841-4C34-B0DA-F43133CE0434,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,1,1
51AA0488-E570-4BC1-AFBD-C7BA4C888489,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,FEMALE,2,2
87868617-9AC0-49E9-A858-A90022DDE2CE,K--UNFOUNDED,NA,THURSDAY,FEMALE,1,1
669246BA-3D07-4050-BFC4-190B4E3E4329,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,NA
8DB31630-F195-4180-B060-22A39B6F0C1E,J--CLOSED,1 - DOOR,SUNDAY,MALE,2,2
FC455848-0F99-4D14-9B10-04119413EAAB,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,2,NA
8BDBA622-3C72-4D2C-9D45-E91A759DF189,J--CLOSED,NA,WEDNESDAY,FEMALE,3,6
710969AF-E55C-465E-82BF-ED9F47202929,J--CLOSED,NA,FRIDAY,FEMALE,2,5
AD0C6B5A-8940-4D47-8DBD-E1AB59C7C410,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
D1EF37BD-CC07-44D1-A43F-BAAE5D242CD5,I--INVESTIGATION PENDING,NA,MONDAY,FEMALE,2,NA
4165C2BE-4CCD-47F8-AC74-9959FDDE4A53,J--CLOSED,NA,THURSDAY,FEMALE,1,1
832E34A9-0F45-4FA2-890D-6CE07DC3189A,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,4,NA
7C8973CE-6315-4C62-B87B-62CFB5A21CDD,NA,NA,MONDAY,FEMALE,1,NA
A8E01BA1-72A0-421A-A542-A64E79D72101,I--INVESTIGATION PENDING,NA,MONDAY,FEMALE,1,1
311C1536-BC40-40D8-91E0-ED0AFAB95C24,J--CLOSED,NA,MONDAY,MALE,1,NA
AD746922-A76F-4D43-841A-2B937FEB7F3D,Z--EARLY CLOSED,NA,TUESDAY,NA,1,NA
BA398E39-05EE-4ECB-ABF3-A507B055595A,Z--EARLY CLOSED,NA,SUNDAY,NA,1,NA
AC754697-0090-4F09-8FB1-7926AE0DA047,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,1,NA
87B93ABF-A6BE-4A2C-AA67-1876D58700E6,J--CLOSED,NA,SATURDAY,FEMALE,2,1
951A1813-1993-4BA8-B8D8-64DD50061EA3,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
7C81E581-308B-47E9-9DF0-96D928D0B801,J--CLOSED,NA,MONDAY,MALE,1,2
B8B5DF78-0F1E-46E0-9D77-BAECFB9B4217,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,1
730CB7A5-D5BB-4041-B62D-11FB36C773DB,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
8BA9FF3D-3E14-405A-9311-EDDD12A62EC3,Z--EARLY CLOSED,NA,SUNDAY,NA,1,1
981EBB76-D90D-4156-B940-F1C8F8668057,I--INVESTIGATION PENDING,5 - OTHER,MONDAY,FEMALE,126,NA
4D23360F-FC81-43BE-B4DC-457F9495DD2B,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,NA
384DC798-A2FE-4104-9750-D04BF3B8E775,J--CLOSED,NA,MONDAY,MALE,3,3
981EBB76-D90D-4156-B940-F1C8F8668057,I--INVESTIGATION PENDING,5 - OTHER,MONDAY,MALE,126,NA
EE364C8E-13F4-48CD-B4AD-BC83FCFCE11A,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,2,NA
7F2FBCFE-4138-4504-A5E8-C2EEBDD2BDB0,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,1,NA
D01CDDD7-D368-4594-98F1-E0C942B74C7C,Z--EARLY CLOSED,NA,MONDAY,NA,1,1
C7C22CE2-09A5-4197-A732-ABAD089DC2B9,K--UNFOUNDED,NA,FRIDAY,FEMALE,1,NA
8321BE47-2008-4168-8DDC-814BAF043568,J--CLOSED,NA,THURSDAY,NA,3,2
F5FF6544-40BE-47BB-BACA-0099ACF808E6,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,NA
C4ACB379-F5BE-45F5-B926-C5C8FF88AB23,NA,1 - DOOR,FRIDAY,MALE,1,1
5D24651D-A04D-4536-B236-751C62BC9253,D--VICTIM REFUSED TO COOPERATE,NA,WEDNESDAY,FEMALE,1,1
1121C611-05C5-4D6E-83B6-6E0F81248DF4,H--WARRANT ISSUED,NA,WEDNESDAY,FEMALE,1,1
83C09AEC-FE9B-4D83-80EB-930A7CB4FD26,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
E008ED04-448D-422A-87D2-CBDD2D3FFC63,J--CLOSED,1 - DOOR,WEDNESDAY,FEMALE,1,NA
00EB8382-9774-45E6-B96C-1EED8D5571FE,NA,NA,MONDAY,MALE,1,NA
3E06CB29-E870-4F0F-850C-ACACA9BD6E24,J--CLOSED,NA,THURSDAY,MALE,1,NA
E7617E90-91EF-41D3-936D-93B546576F3B,I--INVESTIGATION PENDING,NA,WEDNESDAY,MALE,1,3
EA4E1821-BC61-4999-80EE-34738A1E5E2F,J--CLOSED,NA,FRIDAY,FEMALE,1,NA
C58E52E4-0BD4-4206-BF9E-F2F7879C972D,G--CLEARED BY ARREST - JUVENILE,NA,SUNDAY,FEMALE,1,4
23503441-8B5B-4C4A-B7D3-BCCBF63A1258,Z--EARLY CLOSED,2 - WINDOW,THURSDAY,MALE,1,NA
419BA080-A6F5-42FB-84D5-6A663C9208F7,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,1
806AF934-F396-438F-9681-757173FA6555,K--UNFOUNDED,NA,SATURDAY,NA,2,2
C0EA4326-54BE-45DE-8FBB-E6FF6DB2A9F8,J--CLOSED,NA,SUNDAY,MALE,2,4
6AED6C7E-66F8-4406-8475-0FEC6592869F,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,NA
E4E84787-5591-4053-8BFE-62D48B9903DC,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
016789FB-0C4B-483F-8863-696EB3567D9E,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
282E2DF6-F603-43B2-8495-6560AC243EB7,I--INVESTIGATION PENDING,NA,THURSDAY,MALE,1,3
8523F212-B538-4B06-8C92-A1A42450F6EF,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,MALE,1,1
A5F65252-79AA-48D1-A7A0-69485EC93589,J--CLOSED,NA,SUNDAY,NA,1,1
