instanceid,closed,opening,dayofweek,victim_gender,totalnumbervictims,totalsuspects
6BEE9773-B8E2-423C-997A-518FEB1783C7,J--CLOSED,NA,SUNDAY,FEMALE,2,NA
B354431A-DCC2-4923-BEDF-39BB198F087B,F--CLEARED BY ARREST - ADULT,NA,MONDAY,NA,1,NA
C4A159DC-DFD5-4D0A-814B-58FEB2557CFB,Z--EARLY CLOSED,NA,FRIDAY,NA,1,3
FA3FD1A6-4996-4AD9-B758-9A3B73DD90E6,I--INVESTIGATION PENDING,NA,THURSDAY,FEMALE,1,2
4CD6EA83-2683-43F4-8BE4-C7958F4DDD0C,J--CLOSED,NA,TUESDAY,NA,1,4
93370B7D-2860-4E83-8706-D4F939AB2EB7,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
251ADD5E-D9C6-4BB9-9B55-B2C334836460,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,MALE,2,NA
E5E0DFA7-8535-4E5F-80B1-366EB696C8F1,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,1
801BCCE6-FBA6-43A3-B084-608FBB223208,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
DD0AFF8A-1D03-4583-B40C-650357E3D647,I--INVESTIGATION PENDING,NA,FRIDAY,MALE,1,1
E34A24C4-8DB3-40A9-BFD1-747EE0FFB9F1,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,2,NA
7137928B-B2AE-45F9-B0A0-3BDA84DABD84,F--CLEARED BY ARREST - ADULT,1 - DOOR,TUESDAY,MALE,1,NA
324FDB15-9426-4DF5-BCBE-4BDFECB2BF97,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,NA
35AC5445-657B-415C-9E1F-87DC483BE9B4,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,NA
615B1DFE-6472-4E97-A97A-D7F3D945228A,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,2
1BEFC21D-D4A0-4A38-8EB6-D7C72BF1CEFA,Z--EARLY CLOSED,NA,TUESDAY,MALE,1,NA
70A4FC85-480E-4348-8FDE-B69F5FDE4B3E,Z--EARLY CLOSED,NA,NA,FEMALE,1,NA
7FA169EA-6FDF-44F9-A350-F104FE154788,I--INVESTIGATION PENDING,NA,WEDNESDAY,FEMALE,1,1
2B92155A-812D-4FEC-8068-51851431436F,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,1,NA
7296570B-47DB-49AA-9EC8-84C7992627F8,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
9D5C8FE2-67FA-4E64-A74C-4BF165A4FA2E,J--CLOSED,NA,SUNDAY,NA,2,2
089A79A5-B956-4576-9A21-8574A92BB466,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
7B32B87F-9D0B-4305-A0DE-CFDC9B96C926,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
2E356FE8-E0D8-4DFD-97A3-6ACC2D03D97C,Z--EARLY CLOSED,NA,NA,MALE,1,NA
2C844778-5F30-4E19-AFAE-4FF01D21276E,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
A296653B-C3EA-4C6A-82EA-06926E107F34,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,NA,1,NA
1AE7EADE-C51B-4E62-B7A2-F266934B9041,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,2
1ACBA363-2940-413A-870D-A987CB6466DF,K--UNFOUNDED,NA,THURSDAY,MALE,1,NA
099530D7-454F-4ACA-8567-D16DAC1D5602,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,1
73D0930E-3350-4A2E-AD78-E0C56FF7D513,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,2,NA
58E11661-6443-4F49-99A4-8F6F4C9E7BCB,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
1316989C-1141-4704-AB3E-2B3C0B2ABA99,Z--EARLY CLOSED,1 - DOOR,TUESDAY,MALE,1,NA
4F108426-4F18-4A7B-A5D5-5185A10CF731,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
2DD7019F-935F-467B-B9BE-063F6A3D36BF,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
809EAC55-FFCC-4245-A87F-226D1626C6DA,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,1
8403F8C6-1C69-4E4A-95CA-52C89895EC68,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
41030799-FCAA-4E35-911C-E088E81D97D5,Z--EARLY CLOSED,2 - WINDOW,MONDAY,FEMALE,1,NA
8A670C4D-E5E6-4FC6-B372-0CD9CB33183C,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,1,NA
386C7EB8-D51F-4BAC-A868-F8402309F31B,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
CD9A5AB7-0638-4BE8-9DCD-900B2A4C568C,G--CLEARED BY ARREST - JUVENILE,NA,MONDAY,MALE,1,1
56AB4C2C-E3DD-48D3-AC6D-7DB94F627BE5,K--UNFOUNDED,NA,WEDNESDAY,MALE,1,NA
67EC772D-7265-4E0C-A74C-8C2600899E9C,I--INVESTIGATION PENDING,NA,SATURDAY,MALE,1,1
EF4739BF-EAE4-46B4-A75B-BD3C444A2651,J--CLOSED,2 - WINDOW,SATURDAY,NA,1,NA
6229DC99-216F-4FB0-A8DA-F1C4ABEDC0D4,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,3
2BCBBF90-2A12-4CF4-A88A-5809EBCA3505,I--INVESTIGATION PENDING,1 - DOOR,THURSDAY,FEMALE,2,1
E85948E4-6078-41DC-9F6C-D73AC6CF720D,J--CLOSED,NA,SUNDAY,NA,1,1
3AA2D750-853F-458F-A1C5-F2966AC20A67,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
51131728-3BBF-4CA7-8757-7F8BA2967AFB,J--CLOSED,NA,TUESDAY,NA,1,NA
0418A261-7CD0-4A05-A52F-2107592A66F3,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
2DD0D8B2-44CA-4A99-8378-16D748DAA5B7,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
05285DC3-7AF7-47C8-8002-A4517567696C,J--CLOSED,NA,THURSDAY,FEMALE,1,NA
D300C6C7-7957-48D3-A936-C624EDB475C3,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
2A3A367F-6DED-445F-BE46-F9D48D9795E6,J--CLOSED,1 - DOOR,MONDAY,MALE,1,2
9434B009-0C98-4CD7-9372-6F248D09E537,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,1
58958F51-A9C8-48B9-BEE5-4443DD9C6869,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,1,1
550BA2FA-C178-4DDB-9555-680CEA86758F,J--CLOSED,NA,TUESDAY,MALE,1,NA
AC691A18-0F5B-4792-A779-77888DC8FC8C,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,2,1
6598A6E7-97B0-424F-A866-BA72210B07E3,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
B66B723B-DD80-4AE1-9738-C3061F8367EF,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,2,2
54440FD9-2229-475F-B97B-9C5010470C54,Z--EARLY CLOSED,NA,TUESDAY,MALE,2,2
AF14FCCE-4DEF-4108-BA67-AE5895BEDB67,I--INVESTIGATION PENDING,NA,MONDAY,NA,1,NA
87A27BD2-AF6E-464A-A252-342CF4FF23A1,J--CLOSED,NA,SATURDAY,FEMALE,2,NA
D0CEEF5D-EEC3-47A1-B9EC-E00AC199B7E3,J--CLOSED,NA,MONDAY,NA,1,NA
1B63844A-8858-43E5-AB1B-50523CD7E036,J--CLOSED,NA,SUNDAY,MALE,1,NA
EB027D6F-6562-4CA4-91EC-81CB20D1884C,J--CLOSED,NA,SUNDAY,FEMALE,3,2
8C173085-1CDE-4B73-91CC-1166ADB8214F,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,3,NA
218815D3-871C-40DD-A10F-75AD25FE84F0,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,FEMALE,2,NA
58F1A1AC-1564-4695-9CCB-626C67E7BB70,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
5130700E-7EC8-44E1-9F03-6EE21EB4F201,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,1
4E543207-EB5C-4850-86A1-15DFC80F7031,J--CLOSED,NA,FRIDAY,NA,1,NA
8BDBA622-3C72-4D2C-9D45-E91A759DF189,J--CLOSED,NA,WEDNESDAY,FEMALE,3,6
B97F13B5-2728-4497-BA0C-F0F9F62C45A8,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
BD0AE625-8124-4AFC-98E3-D4EBA449EE5E,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,1
DEBB6725-648C-4167-932E-30B53EE1E974,J--CLOSED,2 - WINDOW,SATURDAY,MALE,4,NA
CD97D1E6-C746-4987-AE03-30EE783A4A9E,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
FAEE5D92-D045-4816-8C60-E2D3CD3E91CD,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,NA
475FB15B-59E6-495F-8EEE-F1E63C92772C,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,1
14404343-73E7-422E-BC62-D16F8CDD0D8F,J--CLOSED,NA,MONDAY,NA,1,5
9A20F9CA-14C9-4502-AE19-734C8D8FEF9E,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
DC45B4FB-77A8-4E70-A1D4-2BF1F48AB9DC,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,4
D3DE605A-EE2C-4F2E-88A5-398B4E6FF897,Z--EARLY CLOSED,NA,THURSDAY,MALE,2,NA
0EEA7350-B2C4-4E45-AA97-E9DC8D64281E,I--INVESTIGATION PENDING,NA,FRIDAY,FEMALE,1,1
EBBF02A7-4009-4866-AA35-C932F4F73A8A,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
7B4D23ED-8AB3-4F51-A827-6D7A7AFF7E10,F--CLEARED BY ARREST - ADULT,2 - WINDOW,FRIDAY,FEMALE,1,1
9EE2AFB1-C4CC-442C-9B3A-7E48F7A25FAF,Z--EARLY CLOSED,1 - DOOR,FRIDAY,NA,1,NA
B6AA500B-BC7F-4266-B07A-8C2D31A45E4E,J--CLOSED,NA,FRIDAY,MALE,1,NA
31E90577-15DE-4BC5-9430-57A77B8FAAC1,Z--EARLY CLOSED,NA,WEDNESDAY,NA,1,2
1BFFB80F-7AC1-4CC4-83D9-DD63214B6F39,Z--EARLY CLOSED,NA,NA,MALE,1,NA
6B81D80B-58B6-4F93-9DD1-2573649AEC18,J--CLOSED,NA,SATURDAY,MALE,1,NA
0C3E5F85-6B11-4A5B-9C01-02DDC78C5FAE,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,2,NA
DFDF68AE-3EA8-42E1-A4E1-D7E7B8EFBE60,J--CLOSED,NA,SATURDAY,MALE,2,3
A67E2A4A-B91E-4577-86B9-49AC9B399AF1,J--CLOSED,NA,MONDAY,NA,1,2
3A6478EA-2F67-4DEE-A630-73643B288061,Z--EARLY CLOSED,NA,NA,NA,1,NA
7D4DF0CA-31E3-42FA-BE5D-9BF7FD33B29D,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,NA,1,1
5329934A-655D-4419-A9B4-2F110B8D066C,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,1
2DC8BB22-16C5-45FB-A2EF-78DC2059D19B,I--INVESTIGATION PENDING,NA,MONDAY,FEMALE,2,1
E39F9A62-F42C-4974-BA81-A24D41EBD25F,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,NA
0ACE5AED-3FA4-41FA-9624-E4AFDC18335C,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,NA,1,NA
981EBB76-D90D-4156-B940-F1C8F8668057,I--INVESTIGATION PENDING,5 - OTHER,MONDAY,MALE,126,NA
14C0B00C-519C-4735-96A8-385B477A247F,I--INVESTIGATION PENDING,NA,SATURDAY,MALE,1,NA
7D2E2DA5-A7EE-41A9-9B92-3E97C8E7F65C,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,1
A17522BE-22B8-49A4-8E5D-DF2888BED35D,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
498E0524-C1A1-4917-A799-DC282EDE1A1C,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,FEMALE,1,1
299CBB48-BE12-4793-BEED-13806C6183C7,I--INVESTIGATION PENDING,NA,SUNDAY,MALE,2,2
DD75F5D7-8795-431F-BD00-2330A2259D02,J--CLOSED,NA,THURSDAY,MALE,1,NA
ACE19D0A-A4E4-4F34-B62C-0E64CCD83517,Z--EARLY CLOSED,NA,FRIDAY,MALE,3,NA
2397A939-8D6A-4C5C-A001-46A9D98E42A7,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,MALE,1,5
AB69D002-0927-4E52-9C5F-94D08F37ECAF,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,1
CFD3F492-432C-40B2-98A8-0DF885A8F9C6,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,2,NA
FF4B7B5A-AE54-4DCF-A9E8-F974F2B7F87C,K--UNFOUNDED,NA,TUESDAY,MALE,1,NA
D1AF1C00-EC46-416E-AA47-355A17632615,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,NA,1,NA
FBD592B0-9499-4540-816C-DA5F4BD84C3A,G--CLEARED BY ARREST - JUVENILE,NA,TUESDAY,NA,1,NA
BE43F409-DF83-4D53-B6F2-AAC04C29F8CB,G--CLEARED BY ARREST - JUVENILE,NA,MONDAY,NA,2,NA
A6825081-FCFB-4194-AC4F-D4A92835A054,I--INVESTIGATION PENDING,1 - DOOR,FRIDAY,MALE,1,NA
D9D55DAB-E19B-467F-B42E-41C8CC3DDE0C,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
2BAF43D0-4C9A-4B29-ABFB-45B61FF1653E,J--CLOSED,NA,THURSDAY,FEMALE,1,4
3F2DAED2-693F-4738-8211-BEDBEBD57D41,J--CLOSED,NA,FRIDAY,MALE,1,1
8ABE62AD-721D-4023-9CBB-68FF736C4BCA,Z--EARLY CLOSED,NA,NA,NA,1,NA
FA2D4FB0-8FD6-47FE-A961-8DD1E292A073,J--CLOSED,NA,MONDAY,MALE,1,1
E51AB1BB-B87A-4B69-9FF0-54644116B87C,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,NA,1,1
E7D47107-042B-41C2-A6F9-D22BF09CE8DF,F--CLEARED BY ARREST - ADULT,2 - WINDOW,THURSDAY,FEMALE,1,NA
0B075842-72A7-42EA-81AE-6E74E39365B8,J--CLOSED,NA,THURSDAY,NA,1,1
F819C1B2-6524-4BE3-A0B5-7D1625433148,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,NA
51AAD933-0859-4B48-A5E9-237FEB7E1D3E,Z--EARLY CLOSED,3 - GARAGE,TUESDAY,MALE,1,NA
81E3CCF9-7BC4-470A-9B51-C887F1F2CF25,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,1
389D156F-EA19-44E8-B766-45613FFBEEFE,F--CLEARED BY ARREST - ADULT,NA,MONDAY,NA,2,2
360CCD4E-81CE-4C06-8D0C-FD6607D0380C,H--WARRANT ISSUED,NA,WEDNESDAY,NA,1,1
107C7CDE-71B0-4DE2-BF34-7BF6CCC67886,I--INVESTIGATION PENDING,NA,SUNDAY,MALE,1,1
E327C16F-E944-476B-9F14-CBDEA266AE8C,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,1,1
84F85FED-8784-4C66-94EC-B5727725056D,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,4,3
72255E54-A437-44CB-9610-05060DAE0D16,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,NA
8403F8C6-1C69-4E4A-95CA-52C89895EC68,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
A6232099-E149-42B0-95F8-2258E4AD3058,Z--EARLY CLOSED,2 - WINDOW,WEDNESDAY,MALE,1,NA
F3A3B146-AC14-4522-B522-3A82B3A818B4,D--VICTIM REFUSED TO COOPERATE,NA,FRIDAY,FEMALE,1,1
FFA94501-7C39-4D95-9443-A3B0102D9BD4,Z--EARLY CLOSED,NA,THURSDAY,NA,1,NA
68057109-C47D-439B-8484-8164D4E26F71,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,FEMALE,2,3
6F2AE04F-76F6-48B0-A868-4365C94CB16D,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,NA,1,NA
09C0200B-5742-40A2-8AB3-721A27D4F93C,J--CLOSED,NA,THURSDAY,FEMALE,1,NA
EA911764-B7BE-4FDB-816A-137EE63A5281,Z--EARLY CLOSED,2 - WINDOW,TUESDAY,MALE,2,NA
7EF3B24E-3968-4706-BA62-AD0939A3C072,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
3415D2E7-F933-4708-8655-0E7BAEA2669D,J--CLOSED,NA,SUNDAY,MALE,1,1
E70DF91C-9A9A-4111-BC49-810296C7B6B5,I--INVESTIGATION PENDING,NA,WEDNESDAY,MALE,1,1
0DE3A94C-EAC2-465D-B3F0-76CE391E0F53,I--INVESTIGATION PENDING,NA,SUNDAY,MALE,1,NA
5DF7C09C-431E-4262-BCE4-150D48D10F3D,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,NA
CB381CE2-7B9E-47B9-AB5C-EA8AEF4FB36F,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
21AE2B74-B6D4-460E-98A6-AA612F3F6CE8,J--CLOSED,NA,WEDNESDAY,MALE,1,NA
E6510EB2-97DA-470D-9B60-28D8EA61381F,J--CLOSED,NA,FRIDAY,MALE,2,NA
544EB3EF-714B-49A4-9895-70B45D53E55E,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
75747934-BF28-436F-BFBA-1FB83BDFFD76,NA,NA,FRIDAY,MALE,2,5
365826F7-8C8D-4EBA-B675-72A286BC0721,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,FEMALE,1,NA
D193D6B4-CD2A-4B58-87FB-98AACDC8AA08,J--CLOSED,NA,THURSDAY,MALE,1,NA
8EC5668B-309C-479A-8907-2455E5DF73F2,G--CLEARED BY ARREST - JUVENILE,NA,MONDAY,FEMALE,2,NA
25EE97C1-170C-4590-8C78-0D376B19EA5D,Z--EARLY CLOSED,1 - DOOR,TUESDAY,MALE,1,NA
96F092AC-3AB6-414E-AB61-1AC35CDB9C03,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,MALE,1,3
C7B6A3E8-E4AC-4664-9E0D-BCC7DFC7C2A2,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,2,1
11C5D657-3CD1-448E-B2D8-8D8B7308C96A,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,1
69309344-F1CE-4E9E-BB54-42119854C55E,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
6F47CC7C-A60B-4E16-9F92-FFB9C678E244,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,NA
2EF150F5-ED63-4988-A5A2-EC963AA0B8FC,I--INVESTIGATION PENDING,1 - DOOR,MONDAY,FEMALE,1,1
0503BE42-CED1-4509-9F06-26916B4FD2A6,J--CLOSED,1 - DOOR,FRIDAY,FEMALE,1,3
AFAA09C2-90A7-4461-BCE5-5F7DCEBD614C,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,NA
39F8D095-3DC8-4318-93FC-D4AC7F528664,I--INVESTIGATION PENDING,NA,SUNDAY,FEMALE,1,2
F7E9AC23-298D-483B-AC15-47C19290CFBF,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,MALE,1,3
4566CDD5-C5AF-4158-866A-A2E6743EFD4C,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,2
E37070B4-F1BB-42E8-9BCE-2C766FAB6463,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,FEMALE,1,4
7FDDDBAC-AB5C-4AFE-B5DB-04EAD388EDE6,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,1,1
80CE9E59-14B1-4BEE-92B5-2E1DC5A70ED2,G--CLEARED BY ARREST - JUVENILE,NA,WEDNESDAY,FEMALE,1,NA
92EF5902-A64A-44B6-8A18-94230981FA1B,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,NA,1,NA
2E2030C5-BF73-4566-B822-75A16C095280,J--CLOSED,1 - DOOR,WEDNESDAY,FEMALE,1,NA
47DB7098-D05F-4E9D-8E9D-0E069EC76067,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
C6A7439C-D9A6-46E2-84D7-EC9437F7F08A,J--CLOSED,NA,MONDAY,NA,1,NA
B43D3380-E369-491D-86FE-C4B504DD852F,Z--EARLY CLOSED,NA,FRIDAY,NA,1,NA
6A72B954-0221-4683-9764-382EC063CF22,J--CLOSED,NA,MONDAY,MALE,1,NA
9901F471-D0F2-4D98-AD17-7E72C3BF91AD,G--CLEARED BY ARREST - JUVENILE,NA,SUNDAY,FEMALE,1,NA
CAF99FA7-42CB-4944-8660-DFADE3326C36,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,1
8EA4B2D9-05C7-411B-B33F-5272F56DA8DB,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
18B91499-ACFE-4424-BFA9-62C9ABC032F1,J--CLOSED,1 - DOOR,TUESDAY,FEMALE,1,NA
A40BDC5F-4961-4E2B-B590-0447A9904F1A,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,2,2
5339A4B0-A8EE-4C6F-BDA6-9436B0FF7C66,H--WARRANT ISSUED,NA,TUESDAY,FEMALE,3,1
1FC0B18E-5AD6-41AC-8FEF-8B60973162B4,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
6C69B103-6276-4417-AC92-2887D3843CAB,H--WARRANT ISSUED,NA,WEDNESDAY,FEMALE,1,1
9EF203B3-E114-4A74-AB55-5F9E4B4D6C9B,J--CLOSED,NA,THURSDAY,FEMALE,1,NA
0153FEF7-94BB-46CB-9527-C04451B1AB74,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,1
F0E0AAC5-09EE-4293-B200-5E5604348D48,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
DECF0D7C-0A1D-465C-8550-2139A7C28DFC,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
E152F7A6-FE6D-4CE8-A375-EF5AB3A3C61D,Z--EARLY CLOSED,NA,MONDAY,NA,1,2
05133123-D7F7-4E79-8669-540C4C516DA7,Z--EARLY CLOSED,1 - DOOR,MONDAY,NA,1,NA
420920A0-8047-49FD-82EF-3FADD020B22C,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
82FF3FE1-6015-49EB-8AF1-49263EF3AC64,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,MALE,1,1
1367A54D-A38C-4931-B51E-7B7401336C0F,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,1
291CCA81-7162-4FFA-9DD9-996F740EE72B,G--CLEARED BY ARREST - JUVENILE,NA,THURSDAY,FEMALE,3,NA
47A26330-ADE8-4505-A2B6-4FBDACA80060,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
313481A8-6B51-48BE-8D1C-6A1355C2E4A3,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,1
CB7C8971-FF8A-4734-9EF4-6B24632223AE,J--CLOSED,NA,MONDAY,MALE,1,1
71EDC43B-50B9-4C97-B93D-DD3C283B28CC,Z--EARLY CLOSED,1 - DOOR,TUESDAY,FEMALE,1,1
219A1B78-EE5B-4317-97D0-DC1B1BE0E68B,F--CLEARED BY ARREST - ADULT,NA,SUNDAY,MALE,5,NA
BD76AF55-4598-47D6-A217-FA51C54FAAF5,Z--EARLY CLOSED,NA,TUESDAY,MALE,2,NA
FF78C48A-FD2B-4EE0-B210-4B5FAED323D6,Z--EARLY CLOSED,NA,MONDAY,MALE,2,NA
48EE0064-F452-4AC5-A192-94F57FA2BC5D,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
DA30C2BE-B13A-43CF-9A70-283AC233F149,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,MALE,1,1
A019C7C0-934A-4687-87D5-0C14BB2FFDF6,K--UNFOUNDED,NA,FRIDAY,MALE,1,NA
975BB2B1-8987-4C83-99C4-C7617097732E,J--CLOSED,NA,FRIDAY,MALE,1,NA
DE0CC8EA-5C34-495A-93B1-0A787555AC03,J--CLOSED,NA,FRIDAY,NA,1,2
B55F4AFE-2CCD-4FBA-ADC3-ADF56BB7301F,J--CLOSED,NA,SUNDAY,MALE,2,1
C09EB543-0518-4B20-B21A-C8EEF93329B7,I--INVESTIGATION PENDING,NA,TUESDAY,FEMALE,1,1
D8A4A33A-C31E-48E3-8B8C-5D08EB73CFC6,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,1,NA
9F2ED1CF-3B4A-4818-A355-E4BA1DE04AA0,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,NA,1,NA
6E15042F-FC54-41CA-B6E8-64A4942872E3,J--CLOSED,NA,MONDAY,FEMALE,1,2
D9FB609E-DB17-4B50-AA52-AED0F762BAF6,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
1C01713D-FF64-48F8-9EAE-61A94D987E02,G--CLEARED BY ARREST - JUVENILE,NA,MONDAY,NA,1,3
D13007D9-F38C-481C-8042-788049F40EDF,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
CEC2330E-8BE1-4BD8-B3EC-A278E8494F1E,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
40E818AD-16A3-4EEC-B13C-FE4C07830F36,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
AB3DE332-689C-462E-87F1-DB7614135531,J--CLOSED,NA,TUESDAY,MALE,1,NA
2CC23B5E-EB9A-4E45-B698-0CEFCBA7D299,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,FEMALE,1,1
BCBEF275-4C1F-4B24-9B9E-DC15757FC515,J--CLOSED,NA,THURSDAY,MALE,1,NA
DEBB6725-648C-4167-932E-30B53EE1E974,J--CLOSED,2 - WINDOW,SATURDAY,MALE,4,NA
9DAC0310-2DEC-41F9-9954-E393DFA97E36,I--INVESTIGATION PENDING,NA,FRIDAY,FEMALE,1,1
818ED7F0-1F96-41E4-8951-203BB89ACBBE,I--INVESTIGATION PENDING,1 - DOOR,WEDNESDAY,MALE,1,3
C4F9261C-BB82-4A86-89A0-EBA3D58F3936,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
F729B3EA-3AF7-442C-A4FC-0DE6B8337DA3,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,1,NA
328D29D3-8500-4E6A-A127-3B85C0C43599,K--UNFOUNDED,NA,SATURDAY,MALE,1,1
F01525D2-ADA5-4E1F-AEEF-28153EFBD60A,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,MALE,1,1
8CAF8BA2-0FEF-4ED7-BB90-B1CA3D51B250,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,NA
